index,메뉴명,조리방법,요리종류,열량,탄수화물,단백질,지방,나트륨,이미지경로,재료정보,저감조리법TIP,만드는법,감정,재료
994,감말랭이 찰빵,튀기기,후식,598.5,121.8,12.5,5.8,30.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01093_2.png,감말랭이(10g)  쌀가루(7g)  보릿가루(7g)  밀가루(6g)  고구마(13g)  냉동딸기(13g)  흑임자(4g)  소금(0.5g)  식용유(100g),감말랭이와 냉동딸기가 설탕 대신 단맛을 보충하고  흑임자로 고소한 맛을 더할 수 있어요.,"1. 고구마는 삶은 뒤 껍질을
제거한다.||2. 쌀가루  보릿가루  밀가루는 체에
내린다.||3. 체에 내린 가루에 삶은 고구마 
감말랭이  냉동딸기  흑임자를
넣고 믹서에 간다.||4. 믹서에 간 반죽을 10cm 길이의 
스틱모양으로 성형한다.||5. 170℃ 기름에 반죽을 튀긴다.||6. 기름을 제거하고 그릇에 담는다.",0,감말랭이 쌀가루 보릿가루 밀가루 고구마 딸기 흑임자 소금 식용유
995,바나나 속 달걀빵,기타,후식,496.2,73.8,8.4,18.6,20.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01094_2.png,달걀(2개)  바나나(30g)  밀가루(20g)  우유(5g)  베이킹파우더(0.3g)  버터(0.5g)  소금(0.1g)  물(8g),소량의 소금을 넣으면 단맛이 더 많이 나요,"1. 달걀노른자  밀가루 
베이킹파우더  우유  소금을 섞어
반죽을 만든다.||2. 바나나 절반은 0.5cm 두께로
자르고 나머지는 잘게 다진다.||3. 타르트팬에 버터를 바른 뒤
반죽을 얇게 깔고 그 위에
바나나를 담고 소금을 조금
뿌린다.||4. 3번에 달걀흰자로 만든 머랭을
올린다.||5. 머랭 가운데 바나나 1조각을
올리고 노른자 물을 바른다.||6. 달군 팬에 물을 넣고 타르트팬
채로 넣은 뒤 약불에서 15분 간
익힌다.",0,달걀 바나나 밀가루 우유 베이킹파우더 버터 소금 물
996,두부빼빼로,굽기,후식,411,53,14.3,15.7,8.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01095_2.png,두부(25g)  포도(10g)  호두(1g)  검은깨(1g)  식빵(7.5g)  밀가루(5g)  계피가루(1g)  소금(0.1g)  꿀(2g)  식용유(5g)  물(8g),포도로 단맛을 더하고 검은깨와 호두로 고소한 맛을 낼 수 있어요.,"1. 두부를 칼등으로 곱게 으깬 후
면포에 싸서 물기를 짠다.||2. 식빵은 믹서에 갈아 빵가루를
만들고  포도는 믹서에 간 뒤 걸러
포도즙을 만든다.||3. 냄비에 포도즙  꿀  물  소금을
넣고 끓으면 불을 끄고 식용유를
넣고 섞는다.||4. 밀가루에 계피가루  으깬 두부 
검은깨  다진 호두를 넣고
반죽한다.||5. 짤주머니에 반죽을 넣고 15cm
길이로 팬에 짠다.||6. 반죽표면에 3번을 바르고 180℃
오븐에 15분 간 굽는다.",0,두부 포도 호두 검은깨 식빵 밀가루 계피가루 소금 꿀 식용유 물
997,땅콩호박 타르트,굽기,후식,337,35.5,7.2,18.5,10.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01096_2.png,땅콩호박(1/2개)  아몬드가루(13g)  버터(15g)  박력분(35g)  요거트(10g)  달걀(1/2개)  사과(1/2개)  전분(5g)  소금(0.5g)  호두(5g),사과즙과 요거트를 이용하면 새콤달콤한 맛으로 설탕 없이 맛있게 만들 수 있어요.,"1. 차가운 버터에 박력분 
아몬드가루  소금을 넣어
으깨가면서 섞는다.||2. 달걀과 물을 넣고 섞어 반죽을
만들어 휴지시킨다.||3. 휴지시킨 반죽을 밀대로 밀어
커터로 모양을 찍은 뒤 180℃
오븐에 굽는다.||4. 땅콩호박을 삶아 체에 걸러 으깬
뒤 사과즙  달걀을 넣고 중탕하여
섞는다.||5. 4번에 전분을 조금씩 넣으면서
농도를 맞춘 뒤 요거트를 넣는다.||6. 5번을 짤주머니에 담은 뒤 3번
위에 굵게 짜주고 다진 호두를
뿌린다.",0,땅콩호박 아몬드가루 버터 박력분 요거트 달걀 사과 전분 소금 호두
998,고구마 바나나 무스,기타,후식,211.2,35,11.5,2.8,24.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01097_2.png,고구마(50g)  바나나(17g)  달걀(1개)  크림치즈(10g)  우유(20g)  생크림(25g)  딸기잼(15g)  젤라틴(8g)  바닐라빈(1g)  올리고당(2g),고구마와 바나나로 무스를 만들어 설탕이 없어도 달콤한 무스를 만들 수 있어요.,"1. 삶아 으깬 고구마와 으깬
바나나를 섞는다.||2. 볼에 달걀노른자  올리고당 
우유  바닐라빈을 넣고 중탕시켜
걸쭉하게 만든 뒤 1번과 섞는다.||3. 2번에 휘핑한 생크림을 넣고 섞은
뒤 젤라틴을 넣는다.||4. 딸기잼에 우유를 넣고 끓여
젤리를 만든다.||5. 무스 틀에 3번과 딸기잼 젤리를
차곡차곡 넣어 굳힌다.||6. 굳힌 무스위에 크림치즈를
올린다.",0,고구마 바나나 달걀 크림치즈 우유 생크림 딸기잼 젤라틴 바닐라빈 올리고당
999,단호박치즈스틱,튀기기,후식,526.8,80.1,14.7,16.4,9.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01098_2.png,단호박(200g)  새우살(120g)  삼색파프리카(80g)  양파(40g)  옥수수(20g)  모짜렐라치즈(20g)  춘권피(10장)  생크림(15g)  식용유(40g),단호박으로 설탕을 대신할 수 있어요.,"1. 단호박은 찜통에 찐 뒤 껍질을
제거하고 으깨 생크림을 넣고
섞는다.||2. 새우살  파프리카  양파는 잘게
다진 뒤 팬에 식용유를 두르고
볶는다.||3. 볼에 1번과 2번  옥수수  소금을
넣고 잘 섞는다.||4. 춘권피에 3번을 넓게 펴준 뒤  
모짜렐라 치즈를 올린다.||5. 춘권피를 잘 말아 모양을 만든다.||6. 180℃ 기름에 튀긴다.",0,단호박 새우 파프리카 양파 옥수수 모짜렐라치즈 춘권피 생크림 식용유
1000,크랜베리 샤브레 쿠키,굽기,후식,367.2,45.8,3.8,18.7,18.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01099_2.png,크랜베리(8g)  슈가파우더(10g)  박력분(30g)  아몬드가루(10g)  백년초가루(2g)  우유(3g)  버터(25g),크랜베리의 단맛으로 설탕 사용을 줄일 수 있어요.,"1. 실온에 둔 버터를 휘핑기로
풀어준 뒤 슈가파우더를 넣고
섞는다.||2. 박력분  아몬드가루  
백년초가루를 넣고 섞는다.||3. 크랜베리를 넣고 섞는다.||4. 우유를 넣고 섞는다.||5. 동그란 원기둥 모양으로 만들어
냉동실에서 1시간 정도 굳힌다.||6. 굳은 반죽을 1cm 두께로 잘라
180℃ 오븐에서 15분 간 굽는다.",0,크랜베리 슈가파우더 박력분 아몬드가루 백년초가루 우유 버터
1001,생과일 타르트,굽기,후식,459.8,55.4,6.4,23.6,18.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01100_2.png,박력분(50g)  버터(27g)  달걀(1/4개)  아몬드가루(9g)  꿀(2g)  생크림(37g)  블랙초콜릿(83g)  키위(10g)  블루베리(10g)  체리(10g),타르트 충전물로 설탕 대신 생크림과 블랙초콜릿을 녹여 사용할 수 있어요.,"1. 믹서로 버터를 풀어준 뒤 달걀 
꿀을 넣고 섞는다.||2. 박력분과 아몬드가루는 체에
내려 주걱으로 섞은 뒤 밀봉하여
냉장고에서 30분 간 휴지시킨다.||3. 0.2~0.3cm 두께로 밀어 편 뒤
틀에 담아 포크로 구멍을 내고
170℃ 오븐에서 25분 간 굽는다.||4. 생크림을 끓인 후 블랙초콜릿을
넣고 섞는다.||5. 구운 타르트에 4번을 반 정도
채운 뒤 냉동실에서 10분 간
굳힌다.||6. 과일을 적당한 크기로 잘라
타르트에 올린다.",0,박력분 버터 달걀 아몬드가루 꿀 생크림 블랙초콜릿 키위 블루베리 체리
1002,당 떨어진 마들렌,굽기,후식,661.8,73.8,8.9,36.8,44,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01101_2.png,대추고(5g)  대추(2알)  당근퓨레(5g)  녹차가루(5g)  팥앙금(5g)  박력분(150g)  꿀(15g)  버터(150g)  달걀(2개)  베이킹파우더(3g)  소금(0.8g),반죽에 설탕 대신 꿀과 대추  당근퓨레  팥앙금으로 단맛을 낼 수 있어요.,"1. 박력분  베이킹파우더  소금을
체친 뒤 달걀을 2~3회 나누어
넣는다.||2. 1번을 3등분 하여 대추고 
채썬대추/당근퓨레/녹차가루 
팥앙금을 각각 섞는다.||3. 각각에 녹인 버터(50g)를 넣고
부드럽게 섞은 뒤 비닐을 덮어
실온에서 30분 간 휴지시킨다.||4. 마들렌 팬을 깨끗이 닦고 버터를
바른 뒤 밀가루를 뿌린다.||5. 짤주머니에 원형 깍지를 끼우고 
반죽을 채운 뒤 팬에 80~90%
정도 짜 넣는다.||6. 175℃ 오븐에서 20분 간 굽는다.",0,대추고 대추 당근퓨레 녹차가루 팥앙금 박력분 꿀 버터 달걀 베이킹파우더 소금
1003,삼색 머핀,굽기,후식,651.3,82.6,9.5,31.4,36.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01102_2.png,당근(10g)  시금치(10g)  사과(10g)  호두(5g)  크랜베리(5g)  박력분(150g)  꿀(15g)  버터(90g)  달걀(2개)  소금(1.5g)  베이킹소다(0.6g)  베이킹파우더(2.4g)  물(50g),반죽에 설탕 대신 꿀과 과일퓨레  견과류 등을 넣으면 색감도 살리고 단맛도 낼 수 있어요.,"1. 당근  시금치  사과는 물에 익힌
후 각각 갈아 퓨레를 만든다.||2. 볼에 버터를 부드럽게 풀고 소금 
꿀을 섞어 녹이고 달걀을 2~3회
나눠 넣으며 크림을 만든다.||3. 2번에 박력분  베이킹소다 
베이킹파우더를 체쳐 넣고
가볍게 섞는다.||4. 반죽을 3등분 한 뒤 당근퓨레/
사과퓨레/시금치퓨레를 각각
섞고 크랜베리  호두로 장식한다.||5. 잘 섞은 반죽을 머핀틀에 70%
채워 넣는다.||6.  175℃ 오븐에서 30분 간 굽는다.",0,당근 시금치 사과 호두 크랜베리 박력분 꿀 버터 달걀 소금 베이킹소다 베이킹파우더 물
1004,수삼 냉채,기타,반찬,38.4,9.6,1.4,0.2,202,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053419_1416213259232.jpg,수삼 10g  배 20g  오이 20g  샐러리 20g >[소스소개] 저나트륨내채소스:대추 1g  유자청 10g  소금 0.5g  식초 2g  꿀 2g,저나트륨 소스에 무치는 요리이므로 향이 강한 과일청인 유자청을 넣어 염도가 낮은 것을 못느끼도록 만든 소스이다.,1. 수삼은 흙을 깨끗이 씻은 후 잔뿌리를 다듬어내고 길이로 얇게 썬다.||2. 배  오이  셀러리도 각각 1.5cm x 7cm 크기로 얇게 썬다.||3. 대추와 유자는 잘게 다진다.||4. 수삼  오이  배  셀러리는 차가운 물에 담가 조직감을 살린다.||5. 대추  유자청  소금  식초  꿀물을 합하여 저나트륨 냉채소스를 만든다.||6. 4의 채소를 건져서 물기를 제거하고 소스에 살짝 버무려 낸다.,0,수삼 배 오이 샐러리 대추 유자청 소금 식초 꿀
1005,아시아식 채소 두부 볶음,굽기,반찬,375.4,20.4,13.6,17.5,187,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053420_1416213260840.jpg,해선장 2g  간장 1.3g  녹말 5g  참기름 2.5g  식용유 5g  마늘다진것 2.5g  두부1.2cm 90g  그린빈 10g  청경채 20g  영콘 15g  밤 20g  땅콩다진것 10g  물 20g,,1. 작은 불에 물과 해선장소스  간장  전분  참기름  녹말가루를 넣고 녹말가루가 잘 풀릴 때까지 섞는다.||2. 큰 소스팬을 중간불에 올린다. 식용유를 두르고 마늘을 15~20초간 타지않게 볶는다.||3. 두부를 넣고 옅은 골든 브라운 색이 날 때까지 3~4분간 익힌다.||4. 데친 그린빈  청경채  영콘  밤을 넣고 섞어준다.||5. 볶은 두부에 소스를 끼얹는다.||6. 땅콩가루를 뿌려 완성한다.,0,해선장 간장 녹말 참기름 식용유 마늘 두부 그린빈 청경채 영콘 밤 땅콩 물
1006,양배추 깻잎 피클,기타,반찬,14.1,3.7,0.3,0,337,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053421_1416213261401.jpg,양배추 16g  깻잎 6g  설탕 2g  청고추 1g  홍고추 1g [소스소개]피클소스:물 35g  식초 2g. 소금 1g  통후추 0.5g,,1. 물  식초  설탕  소금  통후추를 살짝 끓인 후 식혀 준비한다.||2. 양배추와 깻잎을 한장씩 켜켜이 쌓는다.||3. 깻잎 크기에 맞추어 썬다.||4. 청  홍고추는 어슷썰어 씨를 털어낸다.||5. 그릇에 양배추  깻잎  청·홍고추를 무거운 것으로 눌러놓아 뜨지 않게 한 다음 준비한 피클국물을 붓는다.||6. 뚜껑을 닫아 밀봉하여 냉장고에 보관한다.,0,양배추 깻잎 설탕 청고추 홍고추 물 식초 소금 통후추
1007,얼갈이 무침,끓이기,반찬,71.7,6.8,4.7,4.1,181,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053422_1416213262832.jpg,얼갈이 배추 60g  홍고추 0.6g [소스소개저나트륨 무침양념:두부 30g  된장 3.5g  마늘 1.5g  깨 2g  참기름 1g  사과 20g  홍고추 5g 물 15g,저나트륨 무침양념은 된장을 줄이는 대신 두부를 으깨서 넣어 무침 양념양을 늘려 사용하는 것이 특징이다.,1. 얼갈이 배추를 씻는다.||2. 씻은 배추는 끓는 물에 데친다.||3. 홍고추는 씨를 빼고 어슷하게 채썬다.||4. 데친 얼갈이 배추를 차가운 물에 씻어 꼭 짠다.||5. 저나트륨 무침양념 재료들을 믹서에 넣고 간다.||6. 4에 채썬 고추와 무침 양념을 넣고 버무린다.,0,얼갈이 배추 홍고추 두부 된장 마늘 깨 참기름 사과 홍고추
1008,오이초절임,기타,반찬,94.4,21.4,0.3,0.8,86,http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306030743_1678082863061.jpg,필수재료 : 오이(60g)  통마늘(3g)  생강(5g)  말린 홍고추(3g) 오이초절임소스 : 양조식초(60g)  설탕(60g)  두반장(3g)  고추기름(40g)  물(60g) 양념 : 소금(3g),두반장과 고추기름을 사용해 오이초절임소스를 만들면 새콤달콤한 맛을 낼 수 있어요.,1. 오이는 길이로 4등분하여 삼각썰기 한 후 0.8cm 두께의 막대모양으로 썬다.||2. 소금에 살짝 절여 꼭 짜서 준비한다.||3. 통마늘은 길이로 3등분하고 생강은 편으로 썬다.||4. 마른 홍고추는 가위를 사용하여 어슷하게 자른다.||5. 손질한 모든 재료를 볼에 담고 푹 잠길 정도로 오이초절임소스를 붓는다.||6. 냉장 보관해 마무리한다.,0,오이 통마늘 생강 건홍고추 식초 설탕 두반장 고추기름 물 소금
1009,잡채,볶기,반찬,197.7,29.7,6.3,6.3,255,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053427_1416213267031.jpg,당면 20g  등심얇게썬것 20g  당근 5g  표고버섯마른것 10g  느타리버섯 10g  양파 10g  호부추 5g  도라지 10g  달걀 5g  간장 2g  설탕 5g  마늘 1g  대파 10g  후춧가루 0.1g  깨소금 1g  참기름 2g  식용유 1g [소스소개] 저나트륨간장소스:간장 1g  물 2g  설탕 1g  식초 1g,저나트륨 잡채에서는 당면  고기  각종 채소들을 모두 간을 하지않고 볶고 마지막에 저나트륨 간장소스를 만들어  먹기 직전에 무쳐서 낸다.,1. 당면은 물에 불렸다가 끓는 물에 충분히 삶아 부드러워지면 차가운 물에 헹구어 물기를 뺀다.||2. 표고버섯은 불려 꼭 짜 채썬 후 간장  들기름에 무쳐 팬에 볶는다.||3. 양배추  오이  당근  깻잎  상추  피망  파프리카는 곱게 채썬다.||4. 배를 강판에 간다.||5. 배와 간장  소금  식초  겨자  설탕을 넣어 잡채 양념을 만든다.||6. 큰 접시에 준비된 채소를 예쁘게 돌려 담고 가운데 당면을 놓은 후 양념을 부어준다.,0,당면 돼지고기 등심 당근 건표고버섯 느타리버섯 양파 부추 도라지 달걀 간장 설탕 마늘 대파 후추 깨소금 참기름 식용유 식초
1010,참기름 드레싱의 즉석 샐러드,기타,반찬,77.7,6.3,1.4,5.5,110,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053428_1416213268062.jpg,상추 10g  오이 10g  당근 5g  비타민 5g  방울토마토 10g  쑥갓 2g  견과류 : 아몬드 호두 2g [소스소개] 참기름드래싱:간장2g  마늘 2g  레몬즙 2g  식초 15g  참기름 4g  고운고춧가루 1g  통깨 0.5g  설탕 2.5g,,1. 샐러드 재료들을 잘 씻는다.||2. 체에 받쳐 물기를 제거한다.||3. 채소들을 한입 크기로 썰어둔다.||4. 드레싱 재료를 섞어 참기름 드레싱을 만든다.||5. 유리병에 모든 재료를 넣고  참기름 드레싱을 넣고 섞은 후 접시에 담아 낸다.||6. 샐러드 위에 견과류를 뿌려 마무리 한다.,0,상추 오이 당근 비타민 방울토마토 쑥갓 아몬드 호두 간장 마늘 레몬즙 식초 참기름 고운 고춧가루 통깨 설탕
1011,고추 장떡,굽기,반찬,250.4,41.3,6.9,5.8,111,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053428_1416213268811.jpg,청고추 10g  깻잎 10g  애호박 20g  홍고추 5g  밀가루 50g  고추장 3g  식용유 5g,,1. 애호박은 다진다.||2. 깻잎은 송송 썰어 굵게 다진다.||3. 풋고추와 홍고추는 반을 갈라 얇게 썬다.||4. 밀가루에 물을 넣어 되게 반죽한 후 고추장을 풀어준다.||5. 반죽에 채소를 넣어 섞은 후 기름 두른 팬에 장떡을 두껍지 않게 부친다.||6. 썰어놓은 청고추와 홍고추로 장떡을 장식한다.,0,청고추 깻잎 애호박 홍고추 밀가루 고추장 식용유
1012,호박 프리타타,굽기,반찬,240.4,10.5,21.7,14.1,225,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053429_1416213269545.jpg,달걀 110g  돼지호박 50g  실파 20g  마늘다진것 1g  후춧가루 0.1g  모짜렐라치즈 30g  파마산치즈 7g  캔 토마토 20g  타임 2g  바질 2g  로즈마리 2g  오레가노 다진것 2g  식용유 5g,,1. 오븐을 175℃로 예열시킨다.||2. 작은 불에 달걀을 넣고 젓는다.||3. 오븐용 후라이팬에 식용유를 두르고 마늘을 볶다가 작게 깍둑썰기한 애호박을 넣고 부드러워질 때까지 볶는다.||4. 어슷썬 실파를 넣고 젓다가 토마토  로즈마리  바질  오레가노  후춧가루를 넣고 채소들이 잘 섞일 때 까지 저어준 뒤 달걀을 넣고 젓는다.||5. 모짜렐라 치즈를 뿌리고 170℃ 오븐에서 12분간 구워 산적꼬지로 중간을 찔러넣었을 때 아무것도 묻어나오지 않을 때 까지 익힌다.||6. 익힌 프리타타를 브로일러에 넣어 골든 브라운 색이 날 때까지 3~4분 간 더 익히고 파마산치즈를 뿌린다.,0,달걀 돼지호박 실파 마늘 후추 모짜렐라치즈 파마산치즈 캔 토마토 타임 바질 로즈마리 오레가노 식용유
1013,고구마 빠스,튀기기,반찬,253.9,39,1.2,11.1,9,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053430_1416213270309.jpg,고구마 60g  설탕 20g  물 2g  검은깨 2g  식용유 10g,,1. 고구마를 깨끗이 씻어 껍질을 벗긴다.||2. 고구마를 길게 4등분 하여 4cm로 토막낸다.||3. 깊은 팬에 식용유를 넣고 160℃로 만든다.||4. 3에 고구마를 넣고 저어가며 4분 정도 노릇하게 튀긴다.||5. 팬에 식용유를 약간 넣고 뜨거워지면 설탕을 넣어 중불에 녹여 갈색나는 시럽을 만든다.||6. 튀긴 고구마를 시럽에 버무리고 검은깨를 뿌린다.,0,고구마 설탕 물 검은깨 식용유
1014,검은콩 스프,굽기,일품,220.1,15.9,15.5,12.5,117,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053431_1416213271961.jpg,콩 30g  닭육수 70g  토마토 30g  큐민파우더 1g  파슬리말린것 1g  카엔페퍼 2g  사워크림 2g  두유 70g  식용유 4g  양파다진것 7g  샐러리 3g  마늘 1g,,1. 양파  셀러리  마늘  토마토를 굵게 다진다.||2. 팬에 양파를 볶다가 셀러리와 마늘을 볶는다.||3. 콩과 두유를 넣은 뒤 토마토  육수  큐민  파슬리  카엔패퍼를 넣는다.||4. 볶은 재료들을 모두 믹서로 간다.||5. 믹서에 간 재료들을 체에 거른다.||6. 체에 거른 것을 끓여주고 사워크림으로 장식한다,0,콩 닭육수 토마토 큐민파우더 파슬리 카엔페퍼 사워크림 두유 식용유 양파 샐러리 마늘
1015,도토리묵 콩국,기타,국&찌개,61.3,7.4,3.9,2.2,258,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053433_1416213273867.jpg,곤약 10g  서리태 20g  마늘 2g  마늘쫑 5g  파프리카 5g[소스소개] 저나트륨 조림소스:간장 3.4g  설탕 2.2g  물 20g  청주 1.5g  소금 0.1g,,1. 대두는 6시간 이상 물에 불린다.||2. 불린통은 20~25분 정도 삶은 후 껍질을 제거한다.||3. 껍질을 제거한 삶은 콩에 참깨와 물을 넣고 곱게 갈아 체에 받쳐 준비한다.||4. 도토리묵은 7cm 길이로 굵게 채썬다.||5. 오이는 어슷썬다.||6. 그릇에 묵을 담고 준비된 콩국을 붓고 오이채를 곁들인다.,0,곤약 서리태 마늘 마늘쫑 파프리카 간장 설탕 물 청주 소금
1016,두부 달걀전,굽기,반찬,179.7,4.5,13,12.5,164,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053435_1416213275631.jpg,두부 60g  카레가루 0.4g  후춧가루 0.1g  밀가루 1.6g  식용유 4g  청고추 0.5g  홍고추 0.5g [소스소개]저나트륨초간장소스:간장 1g  식초 1.5g  설탕 0.3g  통깨 0.1g,,1. 두부를 네모지게 썬다.||2. 썬 두부를 소창으로 물기를 제거한 뒤 소금과 후춧가루로 밑간 한다.||3. 달걀에 카레가루를 넣은 뒤 잘 풀어준다.||4. 두부의 물기를 제거하고 밀가루를 묻힌 뒤 3의 달걀을 입힌다.||5. 식용유를 넣은 팬에 청  홍고추 송송 썬것을 얹어 노릇하게 지진다.||6. 저나트륨 초간장소스를 곁들여 낸다.,0,두부 카레가루 후추 밀가루 식용유 청고추 홍고추 간장 식초 설탕 통깨
1017,두부선과 저나트륨 겨자 간장소스,굽기,반찬,123.5,5.7,12.3,6.6,211,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053436_1416213276349.jpg,두부 80g  표고버섯마른것 10g  쇠고기 20g  애호박 20g [소스소개] 쇠고기양념:설탕 1.4g  참기름 1g 저나트륨겨자간장소스 :간장 2g  물 2g  식초 2g  설탕 0.5g  연겨자 0.5g,쇠고기  표고버섯  애호박은 간을 하지않고 볶는다.,1. 두부는 4x4x2cm로 썰어 윗면에 대각선으로 칼집을 넣는다.||2. 호박은 3cm길이로 곱게 채썰고 표고버섯과 소고기도 곱게 채썰어 양념한다.||3. 팬에 채썬 호박을 볶아내고 양념해 둔 표고버섯과 소고기도 볶는다.||4. 칼집을 넣은 두부에 볶아둔 재료들을 칼집 사이에 끼워 속을 넣는다.||5. 준비된 두부를 찜통에 쪄낸다.||6. 저나트륨 겨자 간장소스를 곁들인다.,0,두부 건표고버섯 소고기 애호박 설탕 참기름 간장 물 식초 설탕 연겨자
1018,두부 튀김 조림,튀기기,반찬,221.7,14.3,7,16.2,140,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053437_1416213277067.jpg,두부 70g  녹말가루 10g  식용유 10g  청피망 5g  홍피망 5g  노랑파프리카 5g  간장 2g  물엿 5g  고추장 1g  참기름 2g  통깨 0.5g,튀김요리도 풍미가 강해 염을 많이 사용하지 않고 먹을 때 좋은 조리방법이다.,1. 두부를 정육면체로 썬 후 소금을 뿌려 물기를 제거한 뒤 녹말가루를 묻힌다.||2. 두부를 175℃ 식용유에 바삭하게 두 번 튀긴다.||3. 피망과 파프리카는 0.5cm의 사각모양으로 썬다.||4. 불에 간장  물엿  고추장  물을 분량대로 섞어둔다.||5. 식용유를 넣은 팬에 피망과 파프리카를 볶다가 섞어둔 조림장을 넣고 끓인다.||6. 5의 조림장이 걸쭉해지면 튀긴 두부를 넣고 조심스레 섞은 후 참기름과 통깨로 마무리 한다.,0,두부 녹말가루 식용유 피망 파프리카 간장 물엿 고추장 참기름 통깨
1019,바나나 스틱,굽기,후식,395.7,71.9,6.4,9.2,35.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01103_2.png,바나나(100g)  중력분(85g)  옥수수가루(35g)  아몬드가루(20g)  베이킹파우더(3g)  버터(30g)  소금(1g)  달걀(1개)  크랜베리(30g)  땅콩(30g)  흑임자(30g),바나나  옥수수가루  아몬드 가루가 설탕을 대신해 단맛을 보충할 수 있어요.,"1. 크랜베리는 작게 자르고
바나나는 구운 후 으깬다.||2. 중력분  옥수수  아몬드가루 
베이킹파우더를 체 친 후 소금을
섞고 바나나와 달걀을 섞는다.||3. 버터를 부드럽게 만들어 반죽에
넣고 섞는다.||4. 반죽을 10g으로 분할하고
10cm정도의 막대 모양으로 만들고
일부는 크랜베리를 속에 넣어준다.||5. 손잡이 부분을 제외한 부분을 
흑임자  잘게부순 땅콩에 굴린다.||6. 170℃ 오븐에서 25분 간 굽는다.",0,바나나 중력분 옥수수가루 아몬드가루 베이킹파우더 버터 소금 달걀 크랜베리 땅콩 흑임자
1020,달코미 고구마 타르트,튀기기,후식,359.9,64.6,7.2,8.1,30.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01104_2.png,딸기(150g)  고구마(180g)  요거트(85g)  만두피(35g)  우유(3g)  식용유(700g),첨가당 없이 딸기  고구마를 가지고 단맛을 충분히 낼 수 있어요.,"1. 고구마 껍질을 벗기고 얇게 썬 뒤
삶아 잘게 으깬다.||2. 요거트와 우유를 으깬 고구마에
섞어 고구마무스를 만든다.||3. 만두피를 국자를 이용해
그릇모양으로 만들어 튀긴다.||4. 튀긴 만두피의 기름을 제거한다.||5. 만두피 그릇에 고구마무스를
채운다.||6. 딸기를 입자있게 잘라 졸인 뒤
고구마무스 위에 올린다.",0,딸기 고구마 요거트 만두피 우유 식용유
1021,콩가루 고구마 타르트,굽기,후식,303,49,4.3,10,22.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01105_2.png,콩가루(15g)  고구마(175g)  박력분(65g)  버터(80g)  우유(25g)  달걀(1/2개)  생크림(30g)  꿀(15g)  소금(1g),고구마와 콩가루를 사용해 설탕을 대신하고 고소한 맛을 낼 수 있어요.,"1. 박력분  콩가루를 체에 내리고
버터(50g)를~ 잘게 잘라 섞은 뒤
소금 녹인 물을 조금씩 섞는다.||2. 반죽을 한 덩어리로 뭉쳐 냉장고에 1시간 정도 휴지키신 뒤 밀대로 0.3cm 두께로 밀고 표면에 구멍을 낸다.||3. 2번을 타르트 틀에 넣어 밀착시키고 냉장고에 20분 간 휴지시킨 뒤 누름돌을 올리고 150℃ 오븐에 8분 간 굽는다.||4. 버터(30g)를 풀어 꿀을 넣고 크림화 한 뒤 달걀을 섞고 휘핑한 생크림을 섞고 삶아 으깬 고구마와 콩가루를 섞는다.||5. 고구마를 주사위 모양으로 잘라 오븐에 굽는다.||6. 타르트에 콩가루 고구마 크림을 올리고 그 위에 구운 고구마와 꿀을 올린다.",0,콩가루 고구마 박력분 버터 우유 달걀 생크림 꿀 소금
