index,메뉴명,조리방법,요리종류,열량,탄수화물,단백질,지방,나트륨,이미지경로,재료정보,저감조리법TIP,만드는법,감정,재료
419,해산물누들볶음,볶기,일품,488.6,47.9,17.1,25.4,274.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00524_2.png,홍합(30g)  조개(30g)  표고버섯(20g)  양파(20g) 홍파프리카(20g)  피망(20g)  오징어(30g)  칵테일새우(20g) 스파게티(100g)  소금(0.5g)  올리브오일(20g)  마늘(20g) 커리가루(30g),다양한 해산물을 사용하게 되면  나트륨을 넣지 않아도 맛이 충분히 우러나오기 때문에 나트륨을 감소 시킬 수 있어요,"1. 홍합은 끓는 물에 살짝 데쳐 준비하고 
조개는 소금물에 담그어 해감을 해
놓는다.||2. 표고는 기둥을 제거하고 편으로 썰고 
양파는 채를 썰고  홍파프리카와
피망은 씨를 제거한 뒤 5~6cm 길이로
채를 썰어 놓는다.||3. 새우는 요지를 이용하여 등에 있는
내장을 제거해 놓고 오징어는 피망과
비슷한 크기로 채를 썰어 놓는다.||4. 스파게티면은 끓은 물에 소금을 넣고
약 10분 정도 삶아 건져 올리브오일을
살짝 발라 준비한다.||5. 팬에 올리브 오일을 두르고  편 마늘을
넣어 먼저 볶아 향을 만든다.||6. 마늘의 향이 나오면  스파게티면을
넣어 볶다가 카레가루를 넣고  다시
볶으면서 준비한 해물과 채소를 넣어
볶아 완성한다.",0,홍합 조개 표고버섯 양파 파프리카 피망 오징어 칵테일새우 스파게티 소금 올리브유 마늘 카레가루
420,허브닭스테이크,굽기,반찬,200,13.2,31.2,2.5,275,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00525_2.png,닭가슴살(150g)  우유(100g)  로즈마리(5g)  후춧가루(0.02g) 저염버터(10g) - 소스 : 토마토(50g)  마늘(10g)  저염버터(10g) 양송이(20g)  토마토케첩(50g)  생크림(20g) - 곁들임채소 : 당근(20g)  감자(20g)  브로컬리(30g),생토마토를 사용한 소스는 나트륨 함량을 줄이고 신선한 맛과 풍미가 있어요.,"1. 닭가슴살에 로즈마리  후춧가루를
넣고  15분 정도 우유에 담그어 놓는다.||2. 당근과 감자는 사각으로 깎아 양 모서리를
칼로 다시 다듬어 주사위 모양으로
둥그스럼하게 만들어 준비한다.||3. 냄비에 물이 끓으면  브로컬리와 깎아
놓은 당근과 감자를 데쳐 준비한다.||4. 양송이는 껍질을 제거하고 모양 그대로
편으로 썰어 준비하고  토마토와 마늘은
잘게 다져 냄비에 버터를 두르고 볶다가
케첩을 넣어준다.||5. 볶아지는 4번에 썰어 놓은 양송이와
생크림을 넣고  다시 살짝 한 번 더
볶아준다.||6. 팬에 버터를 녹이고  재워놓은 닭가슴살
(①)을 속이 익도록 노릇노릇 하게 익혀
접시에 담고  만들어 놓은 감자와 당근 
브로컬리로 장식을 하고  소스를 함께
올려 완성한다.",0,닭가슴살 우유 로즈마리 후추 저염버터 토마토 마늘 양송이버섯 케첩 생크림 당근 감자 브로콜리
421,새우완자찜,찌기,반찬,121,7,20.4,1.3,175.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00526_2.png,새우(100g)  소금(0.5g)  후춧가루(0.02g) 다진소고기(30g)  마늘(10g)  브로컬리(20g)  당근(20g) 양파(20g)  소금(0.5g)  달걀(30g)  녹말(10g),칼슘과 타우린이 풍부한 새우를 다져 넣으면 나트륨을 적게 넣어도 맛있는 요리가 되어 나트륨 함량을 줄일 수 있어요.,"1. 준비한 새우의 반은 껍질을 벗겨
내장을 제거하고 곱게 다진다.||2. 나머지 새우는 내장을 제거하고 껍질을
벗겨  2/3 정도 반으로 갈라 소금  후추로
밑간을 해 놓는다.||3. 다진 새우는 소고기와 섞어  마늘을
넣고 양념이 충분히 스며들도록 준비해
놓는다.||4. 브로컬리는 데쳐 식힌 후 다지고  당근과
양파도 다져 소금에 살짝 절여 물기를
제거해 놓는다.||5. 양념된 재료(③)에 준비해 놓은 채소
(④)를 넣고  녹말가루와 달걀을 풀어
골고루 섞는다.||6. 반으로 갈라 준비한 새우에 녹말가루를
살짝 뿌리고  섞어놓은 재료(⑤)를
완자를 빚어 새우에 올려 주고  찜기에서
약 10분 정도 쪄서 완성한다.",0,새우 소금 후추 다진 소고기 마늘 브로콜리 당근 양파 달걀 녹말
422,두부된장무침,기타,반찬,217.7,14.4,15.5,10.9,587.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00527_2.png,두부(100g)  된장(20g)  쌈채(100g)  생크림(20g),된장에 생크림을 섞어 나트륨을 감소시켰어요.,"1. 쌈채는 먹기 좋게 손으로 뜯어 놓는다.||2. 뜯어 놓은 쌈채를 물에 담그어 싱싱하게
준비해 놓는다.||3. 두부는 면보에 넣어 손으로 짜서 물기를
제거하고 준비한다.||4. 된장에 생크림을 넣어 골고루 섞어
짠 맛을 줄여준다.||5. 으깬 두부에 된장을 넣어 섞어준다.||6. 물에 담그어 놓은 채소를 체에 건져 
물기를 털어내고  만들어 놓은 된장
소스에 넣어 무친다.",0,두부 된장 쌈채 생크림
423,귀리죽,끓이기,밥,317.9,51.9,11.9,7,53.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00528_2.png,귀리(100g)  쌀(30g)  양파(20g)  부추(20g)  소고기(20g) 참기름(5g)  달걀(50g)  흑임자(2g),귀리와 달걀을 넣어 고소한 맛을 더함으로써 짠맛을 대체했어요.,"1. 귀리는 깨끗이 씻어 물에 불린다.||2. 쌀도 씻어 따로 불려 놓는다.||3. 양파와 부추는 송송 썰어 준비한다.||4. 냄비에 참기름을 넣고  소고기를 먼저
볶는다.||5. 볶아지는 냄비에 다시 불린 귀리와
쌀을 넣어 볶아준다.||6. 충분히 귀리가 볶아지면 물을 넣고
끓이다가  썰어 놓은 채소를 넣고  죽이
어우러지게 끓인 뒤 달걀을 풀어 넣고
다시 저어가면 끓여주고  죽 위에
흑임자를 올려 완성한다.",0,귀리 쌀 양파 부추 소고기 참기름 달걀 흑임자
424,탕평채,기타,반찬,174.3,40.8,1.4,0.6,607.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00529_2.png,청포묵(150g)  맛소금(1g)  참기름(5g)  소고기(30g) 저염간장(20g)  설탕(10g)  참기름(5g)  미나리(20g) 숙주(20g)  홍파프리카(20g)  달걀(30g)  김(3g)  통깨(3g) - 양념장 : 저염간장(10g)  설탕(10g)  식초(10g),저염간장을 소스로 사용해서 나트륨을 감소시켰어요.,"1. 청포묵을 약 6~7cm 길이로 썰어
맛소금과 참기름에 살짝 버무려 놓는다.||2. 소고기는 채를 썰어 간장과 설탕 
참기름에 볶아놓고 미나리는 데쳐
찬물에 식혀 5~6cm 길이로 썰고 
숙주는 머리와 꼬리를 떼어 내고 
뜨거운 물에 데쳐 식혀 준비한다.||3. 홍파프리카는 씨를 제거하고 약 6cm
길이로 썰어 놓는다.||4. 달걀은 황백으로 나눠 각각 지단을
부쳐 채를 썰어 놓는다.||5. 김은 살짝 구어 봉투에 넣고 부수어
김가루를 만들어 놓는다.||6. 저염간장에 설탕과 식초를 넣어 골고루
섞어 탕평채 양념장을 만들고  접시에
준비한 청포묵을 담고  그 위에 채소와
고기를 올리고  맨 위에 달걀지단과
김가루를 올린 후 양념장을 끼얹어 완성
한다.",0,청포묵 맛소금 참기름 소고기 간장 설탕 미나리 숙주 파프리카 달걀 김 통깨 식초
425,겨자소스를 곁들인 새우롤과 전복샐러드,기타,반찬,379.2,1.5,45.9,21.1,330.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00554_2.png,새우(3마리)  전복(2개)  연어(100g)  겨자가루(20g)  어린잎(30g)  요구르트(20g)  고추장(30g)  설탕(10g)  식초(10g)  소금(1g),고추장에 요구르트를 넣으면 맛도 부드럽고  나트륨 함량도 감소시킬 수 있어요.,"1. 새우는 껍질을 제거하고 포를 뜬 뒤 삶아 익힌다.||2. 전복은 수저로 떼어내 소금으로 씻고
달군 팬에 굽는다.||3. 연어는 포를 뜬다.||4. 겨자가루에 30℃ 정도의 물을 넣고
골고루 섞어 발효시키고  설탕  식초를
넣고 겨자소스를 만든다.||5. 고추장에 요구르트를 넣고
고추장소스를 만든다||6. 접시에 익힌 새우  전복  연어를 담은 뒤
겨자소스와 고추장소스를 올리고
어린잎으로 장식한다.",0,새우 전복 연어 겨자가루 어린잎 요구르트 고추장 설탕 식초 소금
426,속채운대저토마토백김치,기타,반찬,76,15.1,3.5,0.2,278.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00555_2.png,토마토(100g)  배춧잎(2장)  오이(50g)  무(50g)  양파(30g)  마늘(10g)  생강(5g)  소금(2g),소금을 볶아서 김치 국물로 사용하면  나트륨 함량은 줄이고 단 맛을 느낄 수 있어요.,"1. 토마토는 윗부분을 자르고 속을
파낸다.||2. 오이는 소금에 깨끗이 씻는다.||3. 소금을 팬에 볶은 후 배추를 절인다.||4. 절인 배추에 오이와 무를 넣고
돌돌만다.||5. ?를 속을 파낸 토마토 안에 넣는다.||6. ?번을 통에 담아 소금 국물을 붓고
양파와 마늘 생강을 넣는다.",0,토마토 배추 오이 무 양파 마늘 생강 소금
427,둥지튀김,튀기기,반찬,415.3,31.9,25.6,20.6,92.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00556_2.png,닭고기(살코기  100g)  달걀(1개)  레몬(1/4개)  통계피(5g)  감자(150g)  어린잎(20g)  메추리알(3개)  소금(0.2g)  후춧가루(0.01g)  밀가루(50g)  전분(20g)  설탕(20g),레몬즙의 칼륨이 나트륨 배출을 도와주고 레몬의 상큼한 맛 때문에 소금없이 소스를 만들 수 있어요.,"1. 닭고기는 잘게 썰어 후춧가루로 밑간을
한다.||2. 밑간한 닭고기를 달걀과 섞은 뒤
전분을 넣고 골고루 묻힌다.||3. 감자는 껍질을 벗기고 곱게 채 썰어
찬물에 담궈 전분을 뺀다.||4. 감자를 건져 물기를 빼고  전분을 묻혀
둥지모양을 만들어 튀긴다.||5. 레몬과 설탕을 넣고 끓인다.||6. 감자를 둥지모양으로 튀기고 그 위에
튀긴 닭고기를 올리고 어린잎으로
장식한 뒤 레몬소스를 올린다.",0,닭고기 달걀 레몬 통계피 감자 어린잎 메추리알 소금 후추 밀가루 전분 설탕
428,들깨죽,끓이기,일품,338.7,28.9,11.7,19.6,10.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00557_2.png,사골육수(800g)  들깨가루(200g)  마늘(5g)  부추(20g)  홍고추(1개)  양파(30g)  당근(15g)  찹쌀(50g),사골육수에 들깨가루를 넣어 따로 간을 하지 않아도 맛있게 즐길 수 있어요.,"1. 찹쌀은 깨끗이 씻어 물에 약 30분 간
충분히 불린다.||2. 부추  홍고추  양파 및 당근을 잘게
다진다.||3. 마늘은 곱게 다진다.||4. 냄비에 기름을 두르고 마늘을 볶다가
불린 찹쌀을 넣고 볶는다.||5. 어느 정도 볶아지면 사골육수와
들깨가루를 넣고 은근히 끓인다.||6. 찹쌀이 어느 정도 익으면 홍고추와
부추를 넣고 살짝 끓인다",0,사골육수 들깻가루 마늘 부추 홍고추 양파 당근 찹쌀
429,레몬크림콩다식,기타,후식,527.1,83.5,18.4,13.3,206.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00558_2.png,콩가루(100g)  꿀(30g)  레몬(1/2개)  생크림(30g)  설탕(20g)  레몬제스트(20g),몸에 좋은 콩을 다식으로 만들어 먹기에도 간편하고 레몬크림으로 상큼함을 더해 다른 음식의 소금 사용을 줄일 수 있어요.,"1. 콩가루에 꿀을 넣고 반죽한다.||2. 섞어 놓은 콩가루 반죽은 고운 천으로
감싸 숙성을 시킨다.||3. 레몬은 즙을 짠다.||4. 생크림에 설탕과 레몬즙을 넣고 휘핑해
레몬크림을 만든다||5. 콩다식 판에 숙성된 콩반죽을 넣고
모양을 만든다.||6. 콩다식에 레몬크림을 올리고
레몬제스트로 장식한다.",0,콩가루 꿀 레몬 생크림 설탕 레몬제스트
430,룰룰랄라,볶기,반찬,242.5,34.2,12.9,6,55.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00559_2.png,양상추(120g)  소고기(120g)  부추(100g)  닭고기(120g)  토마토(100g)  양파(50g)  전복(1개)  당근(20g)  양송이버섯(3개)  쌀(200g)  소금(0.3g),구워 넣은 전복이 짠맛을 내서 소금을 적게 넣을 수 있어요.,"1. 양상추  부추를 데친다.||2. 양송이버섯은 얇게 슬라이스하고 팬에
기름을 살짝 두르고 굽는다.||3. 전복은 수저로 떼어 소금으로 씻고
일정한 크기로 썰어 팬에 굽는다.||4. 닭고기는 일정한 크기로 썬 뒤 삶고 
소고기도 일정한 크기로 썰어 양념 한
뒤 볶는다.||5. 토마토  양파  당근은 잘게 썰고  쌀은
깨끗이 씻어 불려 야채를 넣고 밥을
짓는다.||6. 쪄낸 양배추에 볶은 고기  삶은 닭고기 
구운 전복  밥을 넣고 돌돌 말아 부추로
묶어 접시에 담고  한쪽에 구운 버섯을
담는다.",0,양상추 소고기 부추 닭고기 토마토 양파 전복 당근 양송이버섯 쌀 소금
431,매실소스를 곁들인 돼지고기만두,볶기,반찬,183.4,21,15.1,4.3,235.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00560_2.png,돼지고기(안심  120g)  당면(50g)  애호박(1/2개)  당근(30g)  표고버섯(20g)  목이버섯(10g)  양파(50g)  마늘(20g)  토마토(100g)  매실액(50g)  후춧가루(0.2g),해독작용과 살균작용이 있는 매실을 사용하면 돼지고기의 냄새도 감소시키고  매실의 깊은 맛으로 나트륨이 적고 맛좋은 만두를 만들 수 있어요.,"1. 돼지고기 안심을 요리망치로 얇게
두드려 펴고 후춧가루로 밑간한다.||2. 목이버섯은 불려 잘게 썰고 양파와
마늘은 입자있게 다진다||3. 당면은 따뜻한 물에 충분히 불려 썰고
애호박  당근  표고버섯은 잘게 썬다.||4. 팬에 기름을 두르고 다진 양파와
마늘을 볶는다.||5. 4번에 매실액과 잘게 자른 애호박 
당근  표고버섯  목이버섯  당면을
넣고 볶아 만두소를 만든다.||6. 돼지고기는 넓게 펴서 만두소를 넣고
주머니를 만들어 실로 묶고 토마토와
함께 오븐에 굽는다.",0,돼지고기 안심 당면 애호박 당근 표고버섯 목이버섯 양파 마늘 토마토 매실청 후추
432,머스터드튤립치킨,튀기기,반찬,342.4,5.1,21.5,26.2,290,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00561_2.png,닭고기(날개  8개)  어린잎(20g)  파슬리(5g)  머스터드(50g)  양파(50g)  마늘(20g)  레몬(1/4개)  튀김가루(100g)  소금(0.1g)  후추(0.01g)  식용유(400g),튀김가루에 양파즙  마늘즙  파슬리 가루를 넣어 나트륨을 줄일 수 있어요.,"1. 닭날개에 칼집을 넣고 뒤집어
튤립모양의 봉을 만든다.||2. 닭날개에 소금  후춧가루로 밑간을
한다.||3. 파슬리는 곱게 다져 가루를 만든다||4. 양파  마늘은 즙을 내서 튀김가루 
파슬리 가루와 함께 골고루 섞어
튀김반죽을 만든다.||5. 어린잎은 찬물에 담궈 건져 놓는다.||6. 튀긴 닭날개의 기름을 빼고 레몬과
어린잎으로 장식한다.",0,닭고기 날개 어린잎 파슬리 머스터드 양파 마늘 레몬 튀김가루 소금 후추 식용유
433,머위향 통밀푸실리,볶기,일품,275.9,58,9.7,0.6,202.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00562_2.png,머윗대(100g)  푸실리(50g)  올리브오일(20g)  마늘(10g)  양파(20g)  생크림(100g)  화이트와인(30g)  소금(0.2g),머위의 향이 푸실리와 어우러져 간을 조금만 해도 충분히 맛을 낼 수 있어요.,"1. 푸실리는 뜨거운 물에 약 10분 정도
삶아 건져 올리브오일을 살짝 바른다.||2. 머윗대는 살짝 데친 후 찬물에 헹궈
껍질을 벗긴다.||3. 껍질 벗긴 머윗대는 푸실리 크기로
자른다.||4. 양파  마늘은 입자있게 다진다.||5. 팬에 올리브오일을 두르고 다진 마늘과
양파를 볶다가 화이트와인을 넣고
볶는다.||6. 5번에 생크림  소금을 넣고 믹서에 간
뒤 푸실리와 머윗대를 넣고 한소끔
끓인다.",0,머윗대 푸실리 올리브유 마늘 양파 생크림 화이트와인 소금
434,미니함박스테이크,굽기,반찬,210.3,16.6,25.5,4.7,149.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00563_2.png,소고기(100g)  돼지고기(100g)  대추(2알)  양파(50g)  마늘(10g)  새송이버섯(1개)  파프리카(50g)  배춧잎(1장)  단호박(1/4개)  당근(20g)  소금(0.3g)  후춧가루(0.02g)  배(1/4개)  저염간장(30g)  설탕(20g),저염간장에 배를 갈아 넣고 소스를 만들면  고기도 부드러워지고 나트륨도 줄일 수 있어요.,"1. 대추는 돌려 깎아 씨를 제거하고 곱게
다지고 팬에 볶는다.||2. 소고기  돼지고기  양파 및 마늘을
다진다.||3. 배춧잎  파프리카  새송이버섯  당근은
입자있게 다진다.||4. 다진 소고기  돼지고기  양파  마늘 
대추  배춧잎  파프리카  새송이버섯 
당근 및 양파에 소금  후춧가루를 섞어
잘 치대어 스테이크 모양으로 만든다||5. 팬에 기름을 살짝 두르고  스테이크
고기를 충분히 익혀 접시에 담고 
단호박은 껍질을 벗겨 팬에 구워
담는다.||6. 배는 갈아 저염간장과 설탕을 넣고 잘
저어 소스를 만들고 익혀 놓은
스테이크에 올려 완성한다.",0,소고기 돼지고기 대추 양파 마늘 새송이버섯 파프리카 배추 단호박 당근 소금 후추 배 간장 설탕
435,바다완자탕,끓이기,국&찌개,146.9,23,10.5,1.5,119.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00564_2.png,새우(3마리)  바지락(50g)  무(20g)  다시마(10g)  대파(20g)  가쓰오부시(10g)  달걀(1개)  전분(10g)  홍고추(1/2개)  풋고추(1/2개),새우와 바지락을 넣으면 시원한 육수맛과 천연조미료 성분이 나와 따로 간을 할 필요가 없어요.,"1. 대파  무  다시마를 물에 넣고 끓여
육수를 만든다.||2. 육수에 가쓰오부시를 넣고 10분 정도
가라앉힌 뒤 거른다.||3. 새우는 껍질을 벗겨 깨끗이 씻고
바지락은 주물러 씻는다.||4. 손질한 새우와 바지락을 곱게 다진다.||5. 다진 새우와 바지락에 달걀흰자와
전분을 넣고 골고루 섞어 완자를
만들어 후라이팬에 살짝 굴려 모양이
풀리지 않게 한다||6. 준비된 육수에 완자를 넣고 완전히
익히고 그릇에 담은 뒤 어슷썬
홍고추와 풋고추를 위에 올린다.",0,새우 바지락 무 다시마 대파 가쓰오부시 달걀 전분 홍고추 풋고추
436,봄옷을 입은 닭,튀기기,반찬,656.4,100.9,23.3,17.7,224.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00565_2.png,닭고기(가슴살  100g)  취나물(20g)  달걀(1개)  애호박(1/2개)  당근(20g)  표고버섯(1개)  오이(50g)  파프리카(50g)  고구마(50g)  누룽지(20g)  소금(0.3g)  후춧가루(0.02g)  미나리(20g),간을 살짝 해도 취나물의 향이 맛을 더해주어 나트륨을 줄일 수 있어요.,"1. 닭가슴살에 소금  후춧가루로
밑간하고 랩으로 말아 50℃ 정도의
물에서 천천히 익힌다.||2. 달걀은 황백 지단을 만들어 채를 썰고 
표고버섯  당근  오이  파프리카 및
고구마도 채를 썰어 팬에 볶는다.||3. 미나리는 끓는 물에 소금을 넣고 살짝
데친 뒤 찬물에 헹군다||4. 취나물은 끓는 물에 소금을 넣고 살짝
데친 뒤 찬물에 헹구어 넓게 펴 놓는다.||5. 누룽지는 손으로 잘라 기름에 튀긴다.||6. 취나물에 익힌 닭가슴살과 볶은 야채를
돌돌 말아 미나리를 감고 먹기 좋은
크기로 썰어 접시에 담은 뒤 튀긴
누룽지를 올린다.",0,닭가슴살 취나물 달걀 애호박 당근 표고버섯 오이 파프리카 고구마 누룽지 소금 후추 미나리
437,삼계치킨,굽기,일품,359.7,19.5,25.8,19.8,168.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00566_2.png,닭고기(가슴살  120g)  인삼(1뿌리)  양송이버섯(3개)  마늘(20g)  양파(30g)  깻잎(2장)  아스파라거스(3개)  오렌지(1/2개)  레몬(1/2개)  생크림(30g)  소금(0.3g)  후춧가루(0.2g)  대파(20g)  밀가루(20g),인삼소스의 향이 풍미를 더해주어 소금을 적게 사용할 수 있어요.,"1. 닭가슴살은 포를 떠 후춧가루로 밑간을
한다.||2. 인삼은 뇌두를 제거하고 깨끗이 씻어
절반은 다지고  양파와 마늘도 다진다.||3. 나머지 인삼은 채썰고  대파  깻잎도
채를 썰어 물에 담군다.||4. 다진 양파  마늘을 볶다가 생크림을
넣고 은근히 졸인 뒤 오렌지  레몬즙을
넣고 소스를 만든다.||5. 닭가슴살에 밀가루에 찬물  달걀을
넣고 튀김옷을 만들어 입힌다.||6. 팬에 기름을 넉넉히 넣고 지지듯이
닭가슴살을 튀겨 접시에 담고
인삼소스를 뿌린 뒤  그 위에 깻잎과
대파  인삼채를 올린다.",0,닭가슴살 인삼 양송이버섯 마늘 양파 깻잎 아스파라거스 오렌지 레몬 생크림 소금 후추 대파 밀가루
438,삼계치킨롤,끓이기,반찬,281.2,21.6,28.4,9,151.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00567_2.png,닭고기(1마리)  인삼(2뿌리)  대추(3알)  찹쌀(100g)  양파(50g)  대파(20g)  당근(20g)  마늘(20g)  생강(5g)  월계수잎(2장)  통후추(10알),찹쌀과 야채를 함께 볶아 맛을 한층 더 어우러지게 만들어 소금 사용을 줄였어요.,"1. 닭은 살을 발라 소금  후춧가루로
밑간을 하고 닭뼈는 삶아 육수를
만든다.||2. 인삼은 뇌두를 제거하고 깨끗이 씻어
채 썰고  대추도 씨를 제거 한 후 채
썬다.||3. 양파  대파  당근은 채썰고  찹쌀은
깨끗이 씻어 충분히 불린 뒤 함께
볶는다.||4. 충분히 볶아지면 육수를 자작하게 넣고
익힌다.||5. 랩에 닭살을 놓고 찹쌀과 인삼채 
대추채를 올려 돌돌 만다.||6. 마늘  생강  월계수잎 및 통후추를 넣고
끓인 물에 김이 올라오면 말아놓은
닭살을 찜통에서 20분 정도 찌고 한 김
식으면 썰어 접시에 담는다.",0,닭고기 인삼 대추 찹쌀 양파 대파 당근 마늘 생강 월계수잎 통후추
439,새우완자탕,끓이기,국&찌개,13.4,13.2,12.2,1.3,141.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00568_2.png,새우(5마리)  청경채(20g)  달걀(2개)  닭육수(200g)  전분(30g)  후춧가루(0.01g)  요리술(20g)  소금(0.2g),새우로 완자를 만들어 소금을 적게 넣어도 싱겁지 않고 맛있게 먹을 수 있어요.,"1. 새우는 내장을 제거 하고 껍질을 벗겨
깨끗이 씻는다.||2. 다진 새우에 전분  후춧가루  달걀흰자
및 요리술을 섞는다.||3. 반죽새우를 잘 치대어 완자로 만든 후
치킨 육수에 넣고 끓인다||4. 청경채는 깨끗이 씻어 반으로 길게
가른다.||5. 달걀은 황백으로 나눠 지단을 부쳐
마름모꼴로 썬다.||6. 완자가 익으면 물 녹말을 한 수저 넣고
청경채를 넣고 한소끔 끓인 뒤 그릇에
담고 황백지단을 올린다.",0,새우 청경채 달걀 닭육수 전분 후추 요리술 소금
440,아삭,기타,반찬,96.5,20.7,2.3,0.5,1016.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00569_2.png,아스파라거스(5개)  당근(100g)  무(100g)  식초(200g)  설탕(200g)  월계수잎(3장)  통후추(20알)  소금(0.5g),나트륨을 배출을 도와주는 아스파라거스를 초절임으로 만들어 오래 두고 먹을 수 있어요.,"1. 아스파라거스는 깨끗이 씻어 5cm
길이로 썬다.||2. 당근을 아스파라거스 크기로 썬다.||3. 무도 아스파라거스 크기로 썬다.||4. 식초  설탕을 동량으로 섞는다.||5. 식초 설탕물이 끓으면 통에 뜨거울 때
붓고  떠오르지 않도록 눌러 담는다.||6. 약 7일 정도 숙성한다.",0,아스파라거스 당근 무 식초 설탕 월계수잎 통후추 소금
441,연어비트 절임샐러드,기타,반찬,327.9,1.6,29.6,22.6,152.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00570_2.png,연어(150g)  비트(100g)  오렌지(1개)  양파(50g)  새싹(20g)  식용꽃(20g)  올리브오일(10g)  설탕(10g)  식초(10g)  소금(0.3g),새콤달콤한 드레싱과 야채가 소금 사용을 줄여요.,"1. 비트는 껍질을 벗겨 채 썬다.||2. 양파를 얇게 채 썬 후 물에 담근 뒤 건져
물기를 뺀다.||3. 비트와 오렌지에 절여진 연어를 얇게
슬라이스한다.||4. 식용꽃과 새싹은 물에 담궈 싱싱함을
살리고 건져 물기를 뺀다.||5. 새싹과 양파를 접시에 깔고 그 위에
연어를 올린다.||6. 올리브오일  식초  소금 및 설탕을 잘
섞어서 만든 드레싱을 올리고
식용꽃으로 장식한다",0,연어 비트 오렌지 양파 새싹 식용꽃 올리브유 설탕 식초 소금
442,가지나물냉국,끓이기,반찬,28.7,4.9,1.5,0.7,540,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102108_1416273668286.jpg,- 주재료 : 가지 50g  다진 청양고추 2.5g  다진 홍고추 2.5g  다진 실파 2.5g  다진 마늘 1.25g  국간장 3g - 국물 : 다시마국물 100g(건다시마 5g)  사과식초 1.25g  감식초 1.25g  소금 0.5g  통깨 1g,가지나물을 무쳐 냉장 보관했다가 먹을 때 다시마국물을 부어 먹으면 나물과 냉국 두 가지로 즐길 수 있다. - 두가지 식초를 혼합하여 냉국의 간을 맞추면 감칠맛이 더 좋아진다.,1. 가지는 반 갈라 4등분하여 찜통에 5분간 찐 후 한 김 식혀준다.||2. 식은 가지를 새끼손가락 굵기로 찢는다.||3. 다진 고추  실파  마늘  국간장을 넣어 양념장을 만든다.||4. 찐 가지에 양념장을 넣고 조물조물 무친다.||5. 차게 한 다시마국물 반컵에 식초  죽염을 넣어 간한다.||6. 유리 그릇에 무친 가지를 담고 5를 부은 뒤 얼음을 띄우고 통깨를 뿌린다.,0,가지 청양고추 홍고추 실파 마늘 국간장 건다시마 다시마국물 식초 감식초 소금 통깨
443,수삼매운닭찜,찌기,반찬,320.6,37,21.8,11.2,684.5,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102109_1416273669146.jpg,- 주재료 : 토막 낸 닭 170g(닭고기살 무게 90g)  수삼 25g  건표고버섯 8g  건표고버섯 불릴 물 150g  감자 20g  양파 25g  당근 10g  건청양고추 2.5g  건당면 5g  대파 10g  다진 마늘 4g - 양념 : 간장 10g  황설탕 8g  올리고당 9g  노두유 1g  후추 0.25g,닭을 데칠 때 생강편을 넣으면 비린내가 없어진다. - 노두유는 캐러멜소스 대신 사용되는 간장의 일종으로 찜과 구이에 넣으면 색이 진해지고 향이 좋아진다.,1. 닭은 찬물에 담가 핏물을 제거하고 끓는 물에 넣고 데쳐 기름을 뺀다.||2. 당면과 표고버섯은 각각 물에 담가 불리고 버섯 불린 물은 따로 받아둔다.||3. 표고버섯  감자  양파  당근은 한입 크기로 썰고 수삼과 대파는 어슷 썬다.||4. 냄비에 닭과 양념  버섯  감자  양파  당근  건고추  버섯 불린 물 3/4컵을 넣고 조린다.||5. 닭이 반쯤 익었을 때 수삼을 넣고 계속 조린다.||6. 닭이 다 익으면 당면  대파  다진 마늘을 넣고 살짝 끓여 담아낸다.,0,닭고기 수삼 건표고버섯 물 감자 양파 당근 건청양고추 당면 대파 마늘 간장 황설탕 올리고당 노두유 후추
